image_name,prompt_name,duration_seconds,input_px_w,input_px_h,input_image_bytes,json_body_bytes,create_upload_ms,create_ttfb_ms,create_resp_download_ms,create_resp_bytes,create_total_ms,task_id,poll_attempts,poll_seconds,video_url,video_ttfb_ms,video_resp_download_ms,video_total_ms,video_bytes,total_end_to_end_ms,status,error
img_0869_anime.png,modern_dance,5,683,1024,101662,136895,0,724,0,217,724,802785788592259093,13,63,https://v15-kling.klingai.com/bs2/upload-ylab-stunt-sgp/se/stream_lake_m2v_img2video_v21_std_v36_v2/f650df1b-1f00-4b42-aef8-7fe6261d52b6_raw_video.mp4?x-kcdn-pid=112372,0,712,712,4555484,1436,ok,
